tiempo,u,x1_med,x2_med,x3_med,x4_med,x2_true,x4_true,x1_true,x3_true
0,2,-0.00116808685846101,-0.80129221867412,3.16422670023105,-1.95554493457231,0,0,0,3.14159265358979
0.02,2,-0.0171939312319434,1.49726124279035,3.1251158015396,-1.97961179700021,1.55655583881544,-1.48330640612948,0.017157755685184,3.12518064425867
0.04,2,0.0587223628531529,3.36276241222005,3.08504222835104,-2.1477619847691,2.36801114699541,-2.21641291111911,0.0573431608033166,3.08721800843583
0.06,2,0.117316565256859,2.95510666680102,3.03920532214884,-2.61409144977953,2.7428533328689,-2.49195393943687,0.108983700501156,3.03955946086796
0.08,2,0.176926629525194,2.32479454705389,2.98047857035986,-2.35065718166444,2.87421469611773,-2.49652860748714,0.16543328522438,2.9893457038939
0.1,2,0.210308347139014,2.65440482895379,2.94517903488226,-2.8689720836873,2.88347893874504,-2.34908164985086,0.223156206884935,2.94069494055315
0.12,2,0.283102822683345,3.91453471518415,2.86571968701236,-2.19555709281705,2.84205723657662,-2.1207331359293,0.280447317218938,2.89590972879231
0.14,2,0.36688973574638,2.89108168279536,2.85735675116958,-0.423274363418491,2.78612573895999,-1.8495143782989,0.336745458699117,2.8561478344035
0.16,2,0.39874608999516,1.57396817856566,2.84878871247562,-1.70780227766285,2.73416545389739,-1.55666293369736,0.391927461692474,2.82206566969607
0.18,2,0.429848462889007,1.66324542278736,2.78904466006306,-1.56259235631707,2.69296509385459,-1.25293405489709,0.446180354527091,2.79395608410892
0.2,2,0.465275906906654,2.96363072004315,2.78628501822294,-0.68359640017448,2.6650130041085,-0.945149550440457,0.499741750819944,2.77196961268828
0.22,2,0.548393691690732,3.1131111132943,2.76170080405608,-0.688994644754581,2.65021434481035,-0.637851238574833,0.552871860067429,2.75614286848858
0.24,2,0.589800351438426,2.70527723046104,2.75872523243276,0.567935373339612,2.64737874888946,-0.334728971033218,0.60582898571372,2.74642645668753
0.26,2,0.656604780909174,2.22765362612057,2.78441821898967,-0.803349509852724,2.65520035431357,-0.0392362964914554,0.658839233136005,2.74270317864538
0.28,2,0.678906496483249,3.29591525021139,2.72659125203865,0.0193894003927886,2.67246214841386,0.245288208173324,0.712090662671958,2.74479343107399
0.3,2,0.78844139091763,3.97935538763977,2.78519379500538,1.20806085311509,2.69839524094863,0.515252028096701,0.765742124935499,2.75245815177325
0.32,2,0.838080711988839,1.70718799117027,2.77491368616325,0.109170920161017,2.73155158714615,0.767621362371547,0.819998303251267,2.76533962362308
