tiempo,u,x1_med,x2_med,x3_med,x4_med,x2_true,x4_true,x1_true,x3_true
0,-0.5,-0.0162751791346195,2.21277012585662,3.15247369136525,-1.26639924384591,0,0,0,3.14159265358979
0.02,-0.5,0.0279802233825129,-0.399249125648062,3.12714570648833,0.467587152481308,-0.389305407282319,0.370962402750749,-0.00429009335023285,3.14569619701404
0.04,-0.5,-0.032245144160542,-1.82235618216856,3.1711771774645,-0.197300926984167,-0.594367513823748,0.555913924558866,-0.0143562035768413,3.1552023503533
0.06,-0.5,-0.0449140239042296,-0.0860352220122831,3.11925366940896,0.126924372025927,-0.693594668669483,0.628408011056075,-0.0273649492432014,3.16718828549267
0.08,-0.5,-0.0356865530410333,-0.747131630740276,3.17625415234554,0.763712040029241,-0.733020789499634,0.632300680353652,-0.0417010332621828,3.17988107830791
0.1,-0.5,-0.0747992891338407,-0.0518552816474999,3.14980215101013,1.30864612174323,-0.739646464473512,0.594007508079969,-0.0564705575714669,3.19220223268046
0.12,-0.5,-0.0377607643069333,0.273585112602418,3.22859999721527,1.56075490196157,-0.729865567626136,0.530235206010538,-0.0711800699628235,3.20347388142289
0.14,-0.5,-0.0638558846297439,-1.96694577687821,3.21223234708859,-0.311155356615667,-0.712598606458265,0.450860329357097,-0.0856155694621565,3.21330789622715
0.16,-0.5,-0.116438595382062,-1.13635548647367,3.21615378295064,0.348019810072064,-0.693683101799455,0.362938664321256,-0.0996748386879815,3.22145300242901
0.18,-0.5,-0.109310104088691,-0.574002551329609,3.22615313949148,0.691692600369143,-0.675829707452184,0.270664120785715,-0.113369370181676,3.22779589287312
0.2,-0.5,-0.139398697435246,-1.41083645008823,3.2438214869654,-0.455824523042836,-0.661059799039397,0.177566861240781,-0.126730957528702,3.23227622269581
0.22,-0.5,-0.16574356209222,0.14012856325939,3.20792015856976,-0.405913632567168,-0.650106468820285,0.0859634689344855,-0.139835512002158,3.23490705606343
0.24,-0.5,-0.133793554904871,0.145977227090334,3.22758494166272,0.273920451286724,-0.643385775081925,-0.00219022178114084,-0.152765150324049,3.23573932088457
0.26,-0.5,-0.159904473008607,-0.921346140132685,3.21887697662123,0.268114619817372,-0.641151005940494,-0.0851812742437941,-0.165601622316073,3.23485440971706
0.28,-0.5,-0.170647400510178,-0.119951397619256,3.23830952645541,0.17690751162931,-0.643201158922578,-0.16180319211344,-0.178438390269641,3.23237332662553
0.3,-0.5,-0.164702528913377,-0.289191486153317,3.22595327708641,-0.108356912761809,-0.649383795380572,-0.230944797842124,-0.191358791020697,3.22843371253837
0.32,-0.5,-0.182215059956311,-1.59844027201656,3.23397524994494,0.0552070857063991,-0.659497417607514,-0.291688443946604,-0.204439294157885,3.22319017907901
0.34,-0.5,-0.228640139794039,-1.14670489019042,3.22816156051466,-0.177514963778047,-0.673084751993212,-0.343480911110935,-0.217758549870843,3.21682218534927
0.36,-0.5,-0.228083255563928,-0.415817485511264,3.22687465139382,-0.715745225908626,-0.689710932326163,-0.385922146983757,-0.231383747243294,3.20951470186059
0.38,-0.5,-0.24527283921449,-0.224000878637278,3.19953175147832,-1.03319546511854,-0.709008257161918,-0.418738142375312,-0.245367946330635,3.20145274001577
0.4,-0.5,-0.237043290709419,-0.544617986224256,3.18554683278908,-0.235083651884982,-0.730499307871419,-0.441923224306128,-0.259757721789329,3.19282464223912
0.42,-0.5,-0.26705755866346,-1.55088282413115,3.19012840540292,-0.149242799465099,-0.75359491686802,-0.455718138076535,-0.27459448983148,3.18382931749007
0.44,-0.5,-0.299078603674665,-0.454707828573166,3.17957712081047,-0.431274765813405,-0.777754181071827,-0.46048550965866,-0.28990701785153,3.17465477474692
0.46,-0.5,-0.285245871806387,-0.397034401411027,3.17287741477038,-0.787932089757792,-0.802481049727221,-0.456715833560155,-0.305711340385515,3.16547424811532
0.48,-0.5,-0.314959979731106,-1.24328284072064,3.14805983722016,-0.371377337693124,-0.827330462685724,-0.445019610930065,-0.32201067844835,3.1564457132743
0.5,-0.5,-0.334977185435212,-1.31695407800914,3.15802232126266,-0.47086613510664,-0.851977351563617,-0.425991480747075,-0.338797716529916,3.147707682575
0.52,-0.5,-0.367638142851472,-1.39524926804727,3.1292251918159,-1.6483802096502,-0.875838088699716,-0.400594560993991,-0.356066410894506,3.13940997511061
0.54,-0.5,-0.390787156157103,-0.441551274967319,3.09208711287665,0.149276299674295,-0.898374579252841,-0.369847972960064,-0.373802958613271,3.13168557609839
0.56,-0.5,-0.385300193850164,-0.389752652136675,3.13519624380287,1.00154829670452,-0.91922538282005,-0.334676059217985,-0.39198293641285,3.12463965401613
0.58,-0.5,-0.40637726224257,-2.01494323473657,3.13214904474483,-0.174271035875873,-0.938205713436635,-0.295908383623887,-0.410571300675373,3.11834956060217
0.6,-0.5,-0.465897923239627,-1.35766391918558,3.12822540236783,-0.74610831990487,-0.955307439576129,-0.25427973131734,-0.42952238743846,3.11286483085539
0.62,-0.5,-0.460683819009994,-0.0693057895616828,3.10230471194863,-1.47798225865728,-0.970598350717253,-0.210497646501523,-0.448785229505568,3.10821496682791
0.64,-0.5,-0.468670154822094,-0.723227377074652,3.06910611202154,0.354627089506232,-0.98370273506521,-0.165650333117429,-0.468327214366406,3.10444501115762
0.66,-0.5,-0.48961291409298,-2.03218050999519,3.11648979552888,0.742493097276409,-0.994352541456703,-0.120788213652942,-0.488107849102627,3.10157555673643
0.68,-0.5,-0.549957375221902,-1.02139466780762,3.0988058359126,-0.798193758466337,-1.00247426519954,-0.0767504455108678,-0.508081273255106,3.09960401896701
