tiempo,u,x1_med,x2_med,x3_med,x4_med,x2_true,x4_true,x1_true,x3_true
0,0.5,-0.0116004060985501,0.589836960452892,3.12509174897505,0.718227211635392,0,0,0,3.14159265358979
0.02,0.5,0.00019633311050771,0.927416847150259,3.13945629320776,0.0312767786974977,0.389305407282318,-0.370962402750749,0.00429009335023285,3.13748911016555
0.04,0.5,0.0254962677874602,1.14194749649196,3.12634282012295,-1.63953758290437,0.594367513823747,-0.555913924558865,0.0143562035768413,3.12798295682629
0.06,0.5,0.0458742329701862,0.591022254838038,3.07387478989158,-0.241860372638147,0.693594668669482,-0.628408011056073,0.0273649492432014,3.11599702168692
0.08,0.5,0.0491371579809818,-0.139384473680826,3.11666840521742,0.799190757227453,0.733020789499632,-0.632300680353649,0.0417010332621827,3.10330422887167
0.1,0.5,0.0402988540229532,0.73240820880479,3.10584242018068,-0.778210859062423,0.739646464473511,-0.594007508079966,0.0564705575714668,3.09098307449912
0.12,0.5,0.0784334863331733,1.54928010453495,3.08553997085492,-0.770469563148846,0.729865567626135,-0.530235206010535,0.0711800699628234,3.0797114257567
0.14,0.5,0.102270058204351,-0.0215572793462508,3.07502363765472,-0.286875695985145,0.712598606458264,-0.450860329357093,0.0856155694621563,3.06987741095244
0.16,0.5,0.0775711951593233,0.285702382356016,3.07406494301552,-1.04635328145558,0.693683101799454,-0.362938664321253,0.0996748386879814,3.06173230475057
0.18,0.5,0.113698153498592,1.58632159857459,3.0331695063965,-0.19471565670206,0.675829707452185,-0.270664120785715,0.113369370181676,3.05538941430647
0.2,0.5,0.141024059102307,-0.371609649283016,3.06627631674744,0.520473849494907,0.661059799039396,-0.177566861240779,0.126730957528702,3.05090908448378
0.22,0.5,0.0988337675272712,-0.312080302019644,3.0539884603763,-0.402351925437705,0.650106468820285,-0.0859634689344839,0.139835512002158,3.04827825111616
0.24,0.5,0.128540847021521,0.720498156838407,3.05018223972993,-0.0925399857139242,0.643385775081925,0.00219022178114246,0.152765150324049,3.04744598629502
0.26,0.5,0.127653693800807,1.03919525196953,3.05028686094774,0.708906655486918,0.641151005940495,0.0851812742437943,0.165601622316073,3.04833089746253
0.28,0.5,0.170108657100302,1.5586177701185,3.07853850594941,-0.221742972037897,0.64320115892258,0.161803192113439,0.178438390269641,3.05081198055406
0.3,0.5,0.189998404605547,0.522389411379478,3.04141714206623,-0.805854524751681,0.649383795380572,0.230944797842124,0.191358791020697,3.05475159464121
0.32,0.5,0.191004233555481,0.645835070595499,3.04630432495934,0.657222926393874,0.659497417607513,0.291688443946605,0.204439294157885,3.05999512810058
0.34,0.5,0.215831807429367,1.09009409914679,3.06770605912198,0.506687775310932,0.673084751993212,0.343480911110935,0.217758549870843,3.06636312183032
0.36,0.5,0.234607997521353,0.379770973181119,3.06657183597178,0.493170257583087,0.689710932326165,0.385922146983756,0.231383747243294,3.073670605319
0.38,0.5,0.231022646356612,0.0515015852622383,3.0874328694253,0.67675943651947,0.709008257161919,0.41873814237531,0.245367946330635,3.08173256716381
0.4,0.5,0.236668060931842,1.43824023748762,3.09364221343255,1.06677879594328,0.73049930787142,0.441923224306127,0.259757721789329,3.09036066494047
0.42,0.5,0.288552255856117,0.725956700978995,3.13010402126303,0.142302061438226,0.753594916868022,0.455718138076533,0.27459448983148,3.09935598968951
0.44,0.5,0.265706328971002,-0.568882513942061,3.09933429589008,-0.344356909212507,0.777754181071829,0.460485509658658,0.28990701785153,3.10853053243266
0.46,0.5,0.265796955298435,2.08771684069008,3.11632974489453,0.438222147503198,0.802481049727222,0.456715833560153,0.305711340385515,3.11771105906427
0.48,0.5,0.349215002598605,2.69991796551649,3.11686318179021,0.587670880972913,0.827330462685722,0.445019610930065,0.32201067844835,3.12673959390528
0.5,0.5,0.373793673919094,-0.320356282293985,3.13983658013345,1.33327370123207,0.851977351563612,0.425991480747077,0.338797716529916,3.13547762460458
0.52,0.5,0.336400751306846,-0.432508364296677,3.17019412983949,0.547740852547551,0.875838088699716,0.400594560993988,0.356066410894507,3.14377533206897
0.54,0.5,0.356493339347227,1.41760116839113,3.16174621423535,0.548963714216444,0.898374579252848,0.369847972960054,0.373802958613271,3.15149973108119
0.56,0.5,0.393104798042491,1.25278780841518,3.19215267840815,-0.467656217797141,0.919225382820061,0.334676059217971,0.39198293641285,3.15854565316345
0.58,0.5,0.406604851683834,0.620010053083245,3.14303996552347,-0.791928132175579,0.938205713436645,0.295908383623874,0.410571300675373,3.16483574657741
0.6,0.5,0.417905200165821,0.927598315074429,3.16047555312113,0.195547603811053,0.955307439576129,0.254279731317337,0.42952238743846,3.1703204763242
0.62,0.5,0.443708784286811,1.16435419703147,3.15086186967591,0.254080153083969,0.970598350717244,0.210497646501529,0.448785229505569,3.17497034035167
0.64,0.5,0.46447936804708,0.306589404864951,3.17063875924449,0.930233553991122,0.983702735065201,0.165650333117435,0.468327214366406,3.17874029602197
0.66,0.5,0.45597236048141,1.72020144090445,3.18807121183555,1.09187950518168,0.9943525414567,0.120788213652942,0.488107849102627,3.18160975044316
0.68,0.5,0.533287425683258,2.67944637129221,3.21431393945175,-0.0514980634546025,1.00247426519954,0.0767504455108607,0.508081273255106,3.18358128821258
0.7,0.5,0.563150215333098,0.000772807854812485,3.18601128929737,-0.318267330076871,1.00817000877131,0.0341730723995805,0.52819754037598,3.18467888395004
0.72,0.5,0.533318337997451,0.416202786939077,3.20158324624868,0.432638540706853,1.01170640268798,-0.00650060981586353,0.548403017613519,3.18494733339318
