tiempo,u,x1_med,x2_med,x3_med,x4_med,x2_true,x4_true,x1_true,x3_true
0,-1,0.0042549202472622,0.661847586646456,3.12188649257037,1.02687238066923,0,0,0,3.14159265358979
0.02,-1,0.0174918719801913,0.0266248128632793,3.14242394018376,0.845160867509709,-0.778565995469904,0.741890391830719,-0.00857912788163084,3.14979879155776
0.04,-1,0.00531991276179337,-1.39830127993555,3.15569292727076,1.344236733911,-1.18786897075731,1.11117620807259,-0.0287009992379896,3.16880266551437
0.06,-1,-0.0384401792172306,-2.34055745249052,3.1961934095402,1.98910762785989,-1.38389737582586,1.25452713554548,-0.0546844947521513,3.19275104107195
0.08,-1,-0.0883023853378274,-2.45467612756746,3.23525723238516,1.05602211198634,-1.45999169755133,1.26113480961889,-0.0832642142521575,3.21807851408793
0.1,-1,-0.136627224319929,-1.64755331523999,3.23843429401965,0.625683372416252,-1.47159893164247,1.18529393784385,-0.112654100108765,3.24264679344243
0.12,-1,-0.154204517947427,-0.381717694992024,3.26028456728181,0.77254827119333,-1.45162037777282,1.06046164870226,-0.14192433284044,3.26516985718694
0.14,-1,-0.15189593211961,-0.969340961488086,3.26933622486739,1.83407971722842,-1.41916412836498,0.907326498526022,-0.170638378211822,3.28487909454068
0.16,-1,-0.192978156406951,-1.12929695762637,3.33364775597095,1.01150858069015,-1.38421434801283,0.738182412874567,-0.198673621014012,3.30135570223618
0.18,-1,-0.197067810424665,-2.47762927183636,3.30979656809499,0.215596548862917,-1.35255406336859,0.561419649385196,-0.226033141793011,3.31435942281346
0.2,-1,-0.292083327280405,-1.64439501451734,3.34227161792546,0.55816752174116,-1.32686567366463,0.382573762892968,-0.252813784798064,3.3237971788342
0.22,-1,-0.262843611005358,-0.10714217164855,3.33212326896464,0.236214629504172,-1.30819785665455,0.205645147196944,-0.279156765384839,3.32967706904544
0.24,-1,-0.296369014146347,-1.91706427183971,3.35172020310563,0.555625736299803,-1.29732234185797,0.03425947155771,-0.305195557296515,3.33206141342656
0.26,-1,-0.339526181878946,-1.09899143229908,3.35434829841663,-0.31012837849177,-1.29401481941562,-0.128930178787329,-0.331094759002186,3.33109760282084
